Vib_RMS,Vib_P2P,Vib_Skewness,Vib_Kurtosis,FFT_Amp_1,FFT_Amp_2,FFT_Amp_3,Delta_T,Window_ID
0.37227671510151317,3.72849759972056,-0.23727077477367292,1.022282476369912,1253.0604349580653,931.9631431091068,870.9217448169526,16.792681798338645,0
0.3803959752991939,3.5219783458083898,-0.2226283115362875,0.7461516612009986,1270.8645203817532,1189.4115966859708,1013.1255700419172,16.816037896894233,1
0.37126220667622895,3.11996913115768,-0.1749112993436135,0.6683870992558911,1249.7169663931454,934.6815132263091,883.9975823084457,16.808432078031753,2
0.3692126865859395,3.3269875031936103,-0.2139508363367487,0.6469535669412547,1276.612249051994,1256.5493582577299,1041.15645761274,16.816004160902846,3
0.3764657755223266,3.5076013091217497,-0.19969387646641037,0.6812426345980152,1312.706201684698,1293.0881664050141,997.1422887579519,16.872863716748178,4
0.36443189054096553,3.9043271758283398,-0.201192529536154,0.6224984098641468,1243.7403299359014,1071.6645532093767,961.8386366445792,16.899558522236724,5
0.3741650001002373,3.46059290339322,-0.24306299782846302,0.8095244794253009,1252.7859194965229,1087.7161098314477,1020.707306137908,16.91295618274585,6
0.3762866776410656,3.8106938331736497,-0.21295188482193733,0.9214889538895279,1235.3213269709524,1057.5690075329182,1015.4404439702316,16.922884303414378,7
0.37419405293292096,3.62562448497006,-0.21978990607251211,0.9672369435652937,1293.7712921090003,966.0626276163596,930.195400260202,16.940972306261344,8
0.3694312031897801,3.45314265237525,-0.20740822042038956,0.8316739633842207,1139.4172389833147,1114.0952095227588,969.1556984713282,16.913305513163987,9
0.3771784850843277,3.70999370830339,-0.22119007588270873,0.8188427214838758,1156.286201466901,976.1273726311038,946.2259100595903,16.918295692337004,10
0.3803080658262837,3.51130817421157,-0.24803180796705307,0.9552428638692483,1185.734605885087,951.9597451686315,897.1820125422206,16.96270160083281,11
0.3837642461972079,3.70135044323353,-0.25785197487027794,1.1251564510161405,1300.1474050299641,1211.4951866075355,944.8441349817583,16.965342594678596,12
0.3783509610177531,3.74320941075848,-0.22957447241569126,0.8640883729537459,1382.4849717778613,992.5370435233972,834.6273296465278,16.94744411037492,13
0.37064184560972363,3.7358626354491102,-0.22518940716376026,0.9919148256833346,1303.2422159477073,1050.6015975730852,979.5540424761275,16.9887422951707,14
